"Content","Video title","Duração","Inscritos","Avg Viewed %","Likes","Shares","Views","Impressões","CTR %","Avg View Duration","Ano","Data Publicação","Mês_Ano","Creator","Categoria","Total Comments","Link","Conversão Inscritos","Conversão Comments"
"JqpVdQtvnP4","FLAMENGO x BAHIA - O que MUDOU com BRUNO HENRIQUE sem PEDRO!?",741,100,50.23,773,34,5859,104587,4.1,"00:06:12",2024,"2024-09-14","09-2024",,,27,"https://www.youtube.com/watch?v=JqpVdQtvnP4",0.017067759003242873,0.004608294930875576
"MljObdD2ao8","RESUMO do MERCADO DE TRANSFERÊNCIAS dos BRASILEIROS!",410,4,40.01,153,4,1667,58366,2.14,"00:02:44",2024,"2024-09-14","09-2024",,,8,"https://www.youtube.com/watch?v=MljObdD2ao8",0.0023995200959808036,0.004799040191961607
"vSoOueTu5gY","POWER RANKING BRASILEIRÃO RODADA 26",1073,83,31.03,1066,15,11494,146923,5.34,"00:05:32",2024,"2024-09-13","09-2024",,,92,"https://www.youtube.com/watch?v=vSoOueTu5gY",0.007221158865495041,0.00800417609187402
"mc0MDIcuKa8","O MAIOR PROBLEMA DA SELEÇÃO BRASILEIRA DE DORIVAL JÚNIOR",890,179,39.65,1762,98,25404,420349,4.27,"00:05:52",2024,"2024-09-12","09-2024",,,225,"https://www.youtube.com/watch?v=mc0MDIcuKa8",0.007046134467013069,0.008856872933396315
"y3jLgEPtMS4","COMO FOI PARAGUAI x BRASIL - SELEÇÃO BRASILEIRA",807,70,48.79,954,36,8302,135155,4.06,"00:06:33",2024,"2024-09-11","09-2024",,,69,"https://www.youtube.com/watch?v=y3jLgEPtMS4",0.008431703204047217,0.008311250301132257
"52IRzM57HZQ","COMO DRIBLAR IGUAL NEYMAR",340,6617,53.06,26288,4147,446507,6921774,5.8,"00:03",2024,"2024-09-09","09-2024","João","COMO SER JOGADOR",322,"https://www.youtube.com/watch?v=52IRzM57HZQ",0.014819476514365956,0.000721153307786888
"KjDEG51k52E","COMO JOGA ANDRÉ CARRILLO, REFORÇO DO CORINTHIANS?",321,163,51.29,1898,97,31229,505779,4.61,"00:02:44",2024,"2024-09-09","09-2024",,,58,"https://www.youtube.com/watch?v=KjDEG51k52E",0.005219507509046079,0.0018572480707035129
"0tt-nBPGB3s","COMO FOI BRASIL x EQUADOR - SELEÇÃO BRASILEIRA",1067,202,40.13,1547,45,17281,307030,3.7,"00:07:08",2024,"2024-09-07","09-2024",,,164,"https://www.youtube.com/watch?v=0tt-nBPGB3s",0.011689138360048609,0.009490191539841444
"3wNeKqVBkd4","COMO JOGA MEMPHIS DEPAY, REFORÇO DO CORINTHIANS?",767,871,38.53,7778,858,153434,1920999,4.98,"00:04:55",2024,"2024-09-07","09-2024",,,475,"https://www.youtube.com/watch?v=3wNeKqVBkd4",0.005676707900465347,0.003095793631137818
"LoZvcSkiCZs","O QUE É POWER RANKING DO BRASILEIRÃO?",208,24,40.78,347,7,3366,62581,3.79,"00:01:24",2024,"2024-09-06","09-2024",,,18,"https://www.youtube.com/watch?v=LoZvcSkiCZs",0.0071301247771836,0.0053475935828877
"9ojx3QRwlVU","QUAL TIME DO BRASILEIRÃO GANHOU O MERCADO DA BOLA?",494,99,51.91,1171,21,13185,212572,4.47,"00:04:16",2024,"2024-09-05","09-2024",,,101,"https://www.youtube.com/watch?v=9ojx3QRwlVU",0.007508532423208191,0.007660219946909367
"KO_WJf-phSU","COMO JOGA JAMAL LEWIS REFORÇO do SÃO PAULO",534,243,44.97,1575,98,26859,434917,4.37,"00:04",2024,"2024-09-04","09-2024",,,71,"https://www.youtube.com/watch?v=KO_WJf-phSU",0.00904724673293868,0.002643434230611713
"iJg6KdRYFHA","COMO JOGA GONZALO PLATA, REFORÇO DO FLAMENGO?",701,505,35.66,2142,121,64934,949380,4.45,"00:04:09",2024,"2024-09-03","09-2024",,,57,"https://www.youtube.com/watch?v=iJg6KdRYFHA",0.007777127544891736,0.000877814396156097
"TxR0vLbDfCw","COMO JOGA ALISSON SANTANA, JÓIA DO ATLÉTICO MG?",429,16,39.13,353,37,5221,88318,4.27,"00:02:47",2024,"2024-09-02","09-2024",,,21,"https://www.youtube.com/watch?v=TxR0vLbDfCw",0.0030645470216433632,0.004022217965906914
"O-cJseRvqfQ","POWER RANKING BRASILEIRÃO RODADA 25",1180,84,26.02,859,11,9612,130572,5.47,"00:05:07",2024,"2024-08-30","08-2024",,,77,"https://www.youtube.com/watch?v=O-cJseRvqfQ",0.008739076154806492,0.008010819808572617
"JoJIqIlAXPI","COMO JOGA JOÃO MARCELO, zagueiro do CRUZEIRO",487,37,42.63,514,48,4732,102726,4.88,"00:03:27",2024,"2024-08-28","08-2024",,,33,"https://www.youtube.com/watch?v=JoJIqIlAXPI",0.007819103972950128,0.006973795435333897
"2UKLUoyeWy0","COMO JOGA O VASCO de RAFAEL PAIVA",594,334,44.46,2678,245,23844,359322,5.39,"00:04:24",2024,"2024-08-27","08-2024",,,108,"https://www.youtube.com/watch?v=2UKLUoyeWy0",0.0140077168260359,0.004529441368897836
"RE4fGMznmtU","COMO JOGA CARLOS ALCARAZ, REFORÇO DO FLAMENGO?",626,524,41.03,2529,195,46725,631947,4.84,"00:04:16",2024,"2024-08-27","08-2024",,,109,"https://www.youtube.com/watch?v=RE4fGMznmtU",0.011214553237025146,0.0023327982878544678
"UpCE3cd3rAU","QUEM É GUIRASSY O ARTILHEIRO DA CHAMPIONS?",525,3,33.41,149,13,1563,61496,4.49,"00:02:55",2024,"2024-08-24","08-2024",,,8,"https://www.youtube.com/watch?v=UpCE3cd3rAU",0.0019193857965451055,0.005118362124120281
"xtKaIdJw5nk","POWER RANKING BRASILEIRÃO RODADA 24",1195,68,31.51,959,16,9163,141956,4.97,"00:06:16",2024,"2024-08-23","08-2024",,,54,"https://www.youtube.com/watch?v=xtKaIdJw5nk",0.0074211502782931356,0.005893266397468078
"p0iKmr-bWMM","COMO FOI PALMEIRAS x BOTAFOGO na LIBERTADORES 2024",725,411,53.55,1612,66,13453,214973,4.54,"00:06:28",2024,"2024-08-22","08-2024",,,111,"https://www.youtube.com/watch?v=p0iKmr-bWMM",0.03055080651155876,0.008250947743997622
"nyph4F9uDuI","COMO O SANTOS VAI JOGAR PRA FUGIR DO REBAIXAMENTO",798,201,38.54,1624,201,21519,282242,7.77,"00:05:07",2024,"2024-08-21","08-2024",,,70,"https://www.youtube.com/watch?v=nyph4F9uDuI",0.009340582740833683,0.003252939262976904
"ayuoc5iz4OI","COMO JOGA HECTOR HERNANDEZ, REFORÇO DO CORINTHIANS?",702,913,37.48,5219,691,145775,1726324,5.95,"00:04:23",2024,"2024-08-20","08-2024",,,305,"https://www.youtube.com/watch?v=ayuoc5iz4OI",0.0062630766592351225,0.0020922654776196195
"JJuAL90-E0E","COMO JOGA SAVINHO NO MANCHESTER CITY?",605,43,36.86,664,21,8597,147191,4.96,"00:03:42",2024,"2024-08-17","08-2024",,,39,"https://www.youtube.com/watch?v=JJuAL90-E0E",0.005001744794695824,0.004536466209142724
"Tzu2Y-3MoDg","COMO o BOTAFOGO APERTOU o PALMEIRAS na LIBERTADORES 2024",608,181,51.33,1350,106,12994,184232,4.65,"00:05:12",2024,"2024-08-16","08-2024",,,70,"https://www.youtube.com/watch?v=Tzu2Y-3MoDg",0.013929505925811913,0.005387101739264276
"dCEfPCTSSxQ","POWER RANKING BRASILEIRÃO RODADA 23",1291,55,27.07,777,14,9303,131009,5.21,"00:05:49",2024,"2024-08-16","08-2024",,,80,"https://www.youtube.com/watch?v=dCEfPCTSSxQ",0.005912071374825325,0.008599376545200472
"kjCTLmF7pl8","COMO FOI GREMIO x FLUMINENSE na COPA LIBERTADORES 2024",606,29,52.57,315,9,3174,67891,3.39,"00:05:18",2024,"2024-08-14","08-2024",,,19,"https://www.youtube.com/watch?v=kjCTLmF7pl8",0.009136735979836169,0.0059861373660995585
"tw4sZ0AEBUY","COMO JOGA O CRUZEIRO? (COM AS NOVAS CONTRATAÇÕES)",720,47,44.66,605,37,4828,82355,4.38,"00:05:21",2024,"2024-08-14","08-2024",,,31,"https://www.youtube.com/watch?v=tw4sZ0AEBUY",0.009734879867439934,0.006420878210439105
"v8Lty9TO9TY","CORINTHIANS X BRAGANTINO EXPLICANDO O DOMÍNIO NA SUL AMERICANA",829,139,44.04,1431,94,16258,232902,5.13,"00:06:05",2024,"2024-08-14","08-2024",,,48,"https://www.youtube.com/watch?v=v8Lty9TO9TY",0.008549637101734531,0.0029523926682248737
"746qCyGzJgU","SANTOS 2025 ESTÁ SOB COMANDO DE PEDRO CAIXINHA",526,218,45.65,1181,335,17480,209386,6.59,"00:04",2024,"2024-08-13","08-2024",,,96,"https://www.youtube.com/watch?v=746qCyGzJgU",0.012471395881006864,0.005491990846681922
"uidQ6dZ8AuM","POWER RANKING LIBERTADORES  OITAVAS DE FINAL",913,39,34.5,600,12,7057,128490,4.15,"00:05:14",2024,"2024-08-13","08-2024",,,54,"https://www.youtube.com/watch?v=uidQ6dZ8AuM",0.005526427660478957,0.007651976760663171
"ijjQByEoJXs","POWER RANKING BRASILEIRÃO RODADA 22",1202,50,26.07,687,4,7758,129801,4.33,"00:05:13",2024,"2024-08-09","08-2024",,,67,"https://www.youtube.com/watch?v=ijjQByEoJXs",0.006444960041247744,0.008636246455271977
"j1N6bgJgqJg","PALMEIRAS X FLAMENGO: EXPLICANDO O 1 A 0 PELA COPA DO BRASIL",542,25,43.31,467,15,4150,72070,4.45,"00:03:54",2024,"2024-08-08","08-2024",,,21,"https://www.youtube.com/watch?v=j1N6bgJgqJg",0.006024096385542169,0.005060240963855421
"P-PC1u_eOAw","COMO JOGAR DE MEIO CAMPO NO FUTEBOL",621,3895,50.09,14387,2543,270906,3975034,5.1,"00:05:11",2024,"2024-08-07","08-2024","João","COMO SER JOGADOR",164,"https://www.youtube.com/watch?v=P-PC1u_eOAw",0.014377680819177131,0.0006053760344916687
"yqFRIuZvyzQ","COMO JOGA TALLES MAGNO, REFORÇO DO CORINTHIANS?",928,323,30,2479,202,89288,1105618,5.58,"00:04:38",2024,"2024-08-06","08-2024",,,254,"https://www.youtube.com/watch?v=yqFRIuZvyzQ",0.0036175073918107694,0.0028447271749843205
"yyjNvjE9kXM","COMO FOI CRUZEIRO X FORTALEZA no BRASILEIRÃO 2024",571,117,48.73,777,36,6176,108104,4.38,"00:04:38",2024,"2024-08-06","08-2024",,,105,"https://www.youtube.com/watch?v=yyjNvjE9kXM",0.018944300518134716,0.017001295336787566
"U5nFpyd6CNE","POWER RANKING BRASILEIRÃO 21 RODADA - TIER LIST",1243,54,28.95,894,25,9622,147267,4.89,"00:05:59",2024,"2024-08-02","08-2024",,,95,"https://www.youtube.com/watch?v=U5nFpyd6CNE",0.005612138848472251,0.009873207233423404
"XhoPFBpU208","COMO FOI CORINTHIANS x GREMIO na COPA do BRASIL 2024",701,98,55.24,943,28,9862,156745,4.79,"00:06:27",2024,"2024-08-02","08-2024",,,46,"https://www.youtube.com/watch?v=XhoPFBpU208",0.009937132427499494,0.00466436828229568
"a4CF8mcAmno","FLAMENGO X PALMEIRAS: EXPLICANDO O AMASSO DO MENGÃO NA COPA DO BRASIL",480,81,50.91,1081,14,9612,157533,4.9,"00:04:04",2024,"2024-08-01","08-2024",,,45,"https://www.youtube.com/watch?v=a4CF8mcAmno",0.008426966292134831,0.0046816479400749065
"G0ouk14Uw28","EXPLICANDO AS ESTRATÉGIAS DE BOTAFOGO X BAHIA NA COPA DO BRASIL",1055,99,37.24,706,87,8910,160977,3.73,"00:06:32",2024,"2024-07-31","07-2024",,,58,"https://www.youtube.com/watch?v=G0ouk14Uw28",0.011111111111111112,0.006509539842873177
"i9VbfA_Uev0","COMO JOGA LYANCO, ZAGUEIRO DO ATLÉTICO MG?",608,24,37.89,323,28,4430,112817,5.21,"00:03:50",2024,"2024-07-30","07-2024",,,15,"https://www.youtube.com/watch?v=i9VbfA_Uev0",0.005417607223476298,0.003386004514672686
"n4424K7HvSU","COMO JOGA MATHEUS MARTINS, CONTRATAÇÃO DO BOTAFOGO?",465,41,42.6,433,27,3852,74258,3.53,"00:03:18",2024,"2024-07-30","07-2024",,,36,"https://www.youtube.com/watch?v=n4424K7HvSU",0.010643821391484943,0.009345794392523364
"1zs4Il7em3I","Por isso o ENDRICK é o CAMISA 9 do REAL MADRID",376,50,66.68,776,25,7674,137132,4.38,"00:04:10",2024,"2024-07-28","07-2024",,,42,"https://www.youtube.com/watch?v=1zs4Il7em3I",0.006515506906437321,0.00547302580140735
"KsZRRiSu-Jg","POWER RANKING BRASILEIRÃO 20 RODADA - TIER LIST",1331,62,26.99,868,13,10478,137869,5.55,"00:05:59",2024,"2024-07-26","07-2024",,,87,"https://www.youtube.com/watch?v=KsZRRiSu-Jg",0.005917159763313609,0.008303111280778775
"2rdQiqoZQHw","Como joga MATHEUS HENRIQUE, reforço do CRUZEIRO?",359,57,48.53,574,25,5773,99640,4.55,"00:02:54",2024,"2024-07-25","07-2024",,,33,"https://www.youtube.com/watch?v=2rdQiqoZQHw",0.009873549281136325,0.005716265373289451
"xqE-2GK1rZk","COMO foi SÃO PAULO x BOTAFOGO - CAMPEONATO BRASILEIRO",628,203,51.93,1212,46,12019,191082,4.59,"00:05:26",2024,"2024-07-25","07-2024",,,102,"https://www.youtube.com/watch?v=xqE-2GK1rZk",0.0168899242865463,0.008486562942008486
"gRTMVJiuKtU","COMO JOGA MARTIN BRAITHWAITE, REFORÇO DO GRÊMIO?",590,157,35.43,985,81,20226,295967,4.38,"00:03:29",2024,"2024-07-24","07-2024",,,79,"https://www.youtube.com/watch?v=gRTMVJiuKtU",0.007762286166320577,0.0039058637397409277
"vipNSwPEe8A","Como joga ANDRE RAMALHO: reforço estreia no CORINTHIANS",496,117,53.51,1259,84,13271,233638,4.41,"00:04:25",2024,"2024-07-23","07-2024",,,,,0.008816215808906638,
"9sEQD9PCXGE","POWER RANKING BRASILEIRÃO 18 RODADA - TIER LIST",1167,129,31.12,1247,14,13432,193377,5.25,"00:06:03",2024,"2024-07-19","07-2024",,,75,"https://www.youtube.com/watch?v=9sEQD9PCXGE",0.0096039309112567,0.005583680762358547
"aH666lgLGPA","QUEM VAI GANHAR A BOLA DE OURO 2024?",579,60,36.24,684,32,12134,176984,4.93,"00:03:29",2024,"2024-07-19","07-2024",,,135,"https://www.youtube.com/watch?v=aH666lgLGPA",0.004944783253667381,0.011125762320751607
"05KnUNOQqjM","COMO FOI BOTAFOGO x PALMEIRAS pelo CAMPEONATO BRASILEIRO",396,214,57.36,1570,104,15425,201103,5.67,"00:03:47",2024,"2024-07-18","07-2024",,,109,"https://www.youtube.com/watch?v=05KnUNOQqjM",0.013873581847649918,0.00706645056726094
"A8Z7KknXwnk","EXPLICANDO A VIRADA DO CORINTHIANS X CRICIUMA NA ESTREIA DO RAMON DIAZ",659,557,51.45,3200,272,46566,707649,4.64,"00:05:39",2024,"2024-07-17","07-2024",,,111,"https://www.youtube.com/watch?v=A8Z7KknXwnk",0.011961516986642615,0.002383713438989821
"OPPZo0iQ3Gw","COMO CHUTAR COM CURVA E COLOCADO",316,513,54.07,4397,357,69572,705228,6.94,"00:02:50",2024,"2024-07-17","07-2024","João","COMO SER JOGADOR",64,"https://www.youtube.com/watch?v=OPPZo0iQ3Gw",0.007373656068533318,0.0009199103087448974
"rWR59c-jBjI","QUANDO o MUNDIAL de CLUBES é do BRASIL - ME MOSTRA ESSE GOL",336,7,56.4,318,8,3167,65140,3.26,"00:03:09",2024,"2024-07-15","07-2024",,,19,"https://www.youtube.com/watch?v=rWR59c-jBjI",0.0022102936532996525,0.005999368487527629
"uE5D0z9UAuo","POWER RANKING BRASILEIRÃO 17 RODADA - TIER LIST",1290,127,29.58,1050,11,11494,157634,5.4,"00:06:21",2024,"2024-07-12","07-2024",,,111,"https://www.youtube.com/watch?v=uE5D0z9UAuo",0.011049243083347834,0.00965721245867409
"Hz4FGV6dZWg","CRUZEIRO X GRÊMIO: EXPLICANDO O FIM DO JEJUM DO CRUZEIRO",775,165,45.62,915,41,8820,149819,4.28,"00:05:53",2024,"2024-07-11","07-2024",,,64,"https://www.youtube.com/watch?v=Hz4FGV6dZWg",0.01870748299319728,0.0072562358276643995
"N9mhAvHdfxw","Como joga o time de RAMON DIAZ, novo técnico do CORINTHIANS?",573,604,40.02,4309,519,91806,1265738,5.27,"00:03:49",2024,"2024-07-10","07-2024",,,226,"https://www.youtube.com/watch?v=N9mhAvHdfxw",0.006579090691240224,0.002461712742086574
"PAuqYOZUUUQ","SELEÇÃO BRASILEIRA de DORIVAL JUNIOR ELIMINADA da COPA AMERICA 2024",370,29,53.04,759,16,7134,106250,4.96,"00:03:16",2024,"2024-07-07","07-2024",,,47,"https://www.youtube.com/watch?v=PAuqYOZUUUQ",0.0040650406504065045,0.006588169329969162
"lVV2yulBV7Q","MAIOR ERRO DA SELEÇÃO BRASILEIRA X URUGUAI NA COPA AMÉRICA",578,74,48.11,1025,48,11863,161265,5.22,"00:04:38",2024,"2024-07-07","07-2024",,,148,"https://www.youtube.com/watch?v=lVV2yulBV7Q",0.006237882491781168,0.012475764983562336
"1mNvqBNJoeQ","POWER RANKING BRASILEIRÃO 15 RODADA - TIER LIST",1125,83,29.64,831,11,8818,128930,5.17,"00:05:33",2024,"2024-07-05","07-2024",,,71,"https://www.youtube.com/watch?v=1mNvqBNJoeQ",0.009412565207530052,0.00805171240644137
"YjvaDbmzoC8","EXPLICANDO OS ERROS DA SELEÇÃO BRASILEIRA X COLÔMBIA NA COPA AMÉRICA",786,203,41.91,1874,79,25136,360036,5.34,"00:05:29",2024,"2024-07-03","07-2024",,,324,"https://www.youtube.com/watch?v=YjvaDbmzoC8",0.008076066199872693,0.012889879057924889
"OygBYbfdb_c","EXPLICANDO COMO VITOR REIS DEMITIU ANTONIO OLIVEIRA EM PALMEIRAS X CORINTHIANS",540,40,41.22,449,20,5317,100448,4.04,"00:03:42",2024,"2024-07-02","07-2024",,,48,"https://www.youtube.com/watch?v=OygBYbfdb_c",0.007523039307880384,0.00902764716945646
"h24kGwoHjkA","VINI JR vs PARAGUAI - SELEÇÃO BRASILEIRA na COPA AMERICA",339,179,54.14,1526,38,21849,338756,4.86,"00:03:03",2024,"2024-06-29","06-2024",,,86,"https://www.youtube.com/watch?v=h24kGwoHjkA",0.008192594626756373,0.003936106915648313
"kvaBGI9VYnU","POWER RANKING BRASILEIRÃO 13 RODADA - TIER LIST",966,53,34.15,604,10,6640,108886,4.71,"00:05:29",2024,"2024-06-28","06-2024",,,46,"https://www.youtube.com/watch?v=kvaBGI9VYnU",0.007981927710843374,0.0069277108433734936
"2QcR5ICxJjA","EXPLICANDO COMO a ARGENTINA AMASSOU o CHILE na COPA AMERICA",476,12,49.73,282,10,2757,62580,3.42,"00:03:56",2024,"2024-06-27","06-2024",,,42,"https://www.youtube.com/watch?v=2QcR5ICxJjA",0.004352557127312296,0.015233949945593036
"F3hAeblp2nE","EXPLICANDO OS ERROS DA SELEÇÃO BRASILEIRA X COSTA RICA NA COPA AMÉRICA",870,375,42.62,2177,138,28688,408955,4.95,"00:06:10",2024,"2024-06-26","06-2024",,,448,"https://www.youtube.com/watch?v=F3hAeblp2nE",0.013071667596207474,0.015616285554935862
"UuQJMPxG2gs","GOLS DA RODADA E MELHORES MOMENTOS - QUAL A CHANCE? #22",382,11,45.82,213,1,2315,47259,3.66,"00:02:55",2024,"2024-06-24","06-2024",,,9,"https://www.youtube.com/watch?v=UuQJMPxG2gs",0.004751619870410367,0.0038876889848812094
"_60gmnWlVzY","COMO JOGA LAUTARO DIAZ, REFORÇO DO SANTOS?",491,518,44.31,2833,281,58144,970599,5.44,"00:03:49",2024,"2024-06-23","06-2024",,,78,"https://www.youtube.com/watch?v=_60gmnWlVzY",0.008908915795266923,0.0013414969730324712
"hJSPB2y6YbY","EXPLICANDO A ESTREIA DE ERICK PULGAR DO FLAMENGO NA COPA AMÉRICA",237,8,45.17,212,6,2416,48445,7.97,"00:01:47",2024,"2024-06-23","06-2024",,,5,"https://www.youtube.com/watch?v=hJSPB2y6YbY",0.0033112582781456954,0.0020695364238410598
"XoLsJDjTDiI","COMO JOGA A ARGENTINA DE MESSI E SCALONI?",684,28,39.47,465,50,5870,96782,8.64,"00:04:30",2024,"2024-06-22","06-2024",,,19,"https://www.youtube.com/watch?v=XoLsJDjTDiI",0.004770017035775128,0.0032367972742759796
"XXFzvS_N8Qs","POWER RANKING BRASILEIRÃO 11ª RODADA - TIER LIST",876,64,33.12,615,9,7451,126826,4.37,"00:04:50",2024,"2024-06-21","06-2024",,,90,"https://www.youtube.com/watch?v=XXFzvS_N8Qs",0.008589451080391894,0.012078915581801101
"xnRBDsWQ6Xg","ATHLETICO PR X BOTAFOGO: EXPLICANDO A ESTRATÉGIA DO CUCA",661,92,36.46,539,104,7638,126978,6.88,"00:04:01",2024,"2024-06-20","06-2024",,,111,"https://www.youtube.com/watch?v=xnRBDsWQ6Xg",0.012045037968054464,0.014532600157109192
"e4tFQp57wmY","SÃO PAULO X CORINTHIANS: EXPLICANDO O POSICIONAMENTO DE LUCAS MOURA",829,380,33.77,1796,123,31887,331704,6.81,"00:04:39",2024,"2024-06-18","06-2024",,,153,"https://www.youtube.com/watch?v=e4tFQp57wmY",0.011917082196506413,0.004798193621224951
"mezSJ2Imy-o","GOLS DA RODADA E MELHORES MOMENTOS - QUAL A CHANCE? #21",328,5,46.35,149,3,1573,41181,2.98,"00:02:32",2024,"2024-06-18","06-2024",,,4,"https://www.youtube.com/watch?v=mezSJ2Imy-o",0.003178639542275906,0.0025429116338207248
"NlDgv0Wl7Z0","Quando a SELEÇÃO BRASILEIRA era TEMIDA na COPA AMÉRICA!",251,13,60.26,411,23,3721,53825,3.89,"00:02:31",2024,"2024-06-17","06-2024",,,18,"https://www.youtube.com/watch?v=NlDgv0Wl7Z0",0.0034936844934157483,0.004837409298575652
"Qt3mrxxVA0U","POWER RANKING BRASILEIRÃO 9ª RODADA - TIER LIST",834,148,34.08,813,19,9061,143184,4.66,"00:04:44",2024,"2024-06-14","06-2024",,,55,"https://www.youtube.com/watch?v=Qt3mrxxVA0U",0.016333737998013464,0.0060699702019644634
"pFP7jJ8o-iI","BRASIL X EUA: NÃO DEU TUDO ERRADO PRA SELEÇÃO BRASILEIRA",671,192,39.01,1676,102,22693,290148,5.53,"00:04:21",2024,"2024-06-14","06-2024",,,230,"https://www.youtube.com/watch?v=pFP7jJ8o-iI",0.008460758824307055,0.010135284008284492
"217XEm_Wf_o","LANCES HISTÓRICO DA COPA AMÉRICA - QUAL A CHANCE ?",280,1,45.37,165,2,1677,38856,2.85,"00:02:07",2024,"2024-06-11","06-2024",,,2,"https://www.youtube.com/watch?v=217XEm_Wf_o",0.0005963029218843172,0.0011926058437686344
"wDfj40uChWE","NOVA ARMA DE DORIVAL JUNIOR NA SELEÇÃO BRASILEIRA",480,227,44.33,1272,43,18395,250939,5.44,"00:03:32",2024,"2024-06-11","06-2024",,,141,"https://www.youtube.com/watch?v=wDfj40uChWE",0.012340309866811634,0.0076651263930415875
"ElYUorUmMaM","FORTALEZA CAMPEÃO - EXPLICANDO a FINAL da COPA DO NORDESTE",194,5,57.5,137,0,1019,29413,2.54,"00:01:51",2024,"2024-06-10","06-2024",,,4,"https://www.youtube.com/watch?v=ElYUorUmMaM",0.004906771344455349,0.003925417075564278
"KaTEjGPNlR8","POWER RANKING BRASILEIRÃO 8ª RODADA - TIER LIST",788,66,36.05,520,8,5550,90811,4.77,"00:04:44",2024,"2024-06-07","06-2024",,,43,"https://www.youtube.com/watch?v=KaTEjGPNlR8",0.011891891891891892,0.0077477477477477475
"R27M0lqRelc","GOLS LIBERTADORES 2024 - QUAL A CHANCE ? #19",291,3,42.8,129,1,1478,34347,2.77,"00:02:04",2024,"2024-06-04","06-2024",,,8,"https://www.youtube.com/watch?v=R27M0lqRelc",0.0020297699594046007,0.005412719891745603
"muh5POYd9RU","FLAMENGO X VASCO: EXPLICANDO A GOLEADA DO MENGÃO NO BRASILEIRÃO",774,552,43.63,2934,143,40118,575097,5.24,"00:05:37",2024,"2024-06-04","06-2024",,,122,"https://www.youtube.com/watch?v=muh5POYd9RU",0.013759409741263273,0.003041028964554564
"6MX-v9v8zFw","Quando RONALDINHO GAÚCHO virou O BRUXO",309,35,64.07,1060,50,13697,169363,6.09,"00:03:17",2024,"2024-06-03","06-2024",,,18,"https://www.youtube.com/watch?v=6MX-v9v8zFw",0.002555304081185661,0.0013141563846097686
"MNlbLFXzx0o","COMO JOGA O BORUSSIA DORTMUND, FINALISTA DA CHAMPIONS LEAGUE?",670,27,38.09,367,18,3283,74327,3.35,"00:04:15",2024,"2024-05-31","05-2024",,,22,"https://www.youtube.com/watch?v=MNlbLFXzx0o",0.008224185196466647,0.006701187937861712
"yseNVwmPHpc","COMO O IGOR CORONADO VAI AJUDAR O TIMÃO: EXPLICANDO CORINTHIANS X RACING",587,526,51.06,2634,314,29025,476989,4.38,"00:04:59",2024,"2024-05-30","05-2024",,,166,"https://www.youtube.com/watch?v=yseNVwmPHpc",0.018122308354866494,0.005719207579672696
"oOfxJgOi8aQ","COMO JOGA O MELHOR JOGADOR DA SÉRIE B?",540,3,35.25,131,2,1455,40955,2.56,"00:03:10",2024,"2024-05-29","05-2024",,,6,"https://www.youtube.com/watch?v=oOfxJgOi8aQ",0.002061855670103093,0.004123711340206186
"J4kuxiITygU","FUTEBOL SOLIDÁRIO: AMISTOSO PELO RIO GRANDE DO SUL",248,1,43.43,152,3,1576,38937,2.7,"00:01:47",2024,"2024-05-28","05-2024",,,5,"https://www.youtube.com/watch?v=J4kuxiITygU",0.0006345177664974619,0.0031725888324873096
"XnPt8fRQeGc","ROMÁRIO O DONO DA GRANDE ÁREA",326,49,60.78,1057,72,11830,115580,8.02,"00:03:18",2024,"2024-05-27","05-2024",,,32,"https://www.youtube.com/watch?v=XnPt8fRQeGc",0.004142011834319527,0.002704987320371936
"7efOcCcDF4Q","BOTAFOGO X VITÓRIA: EXPLICANDO A TÁTICA DE ARTUR JORGE",692,351,46.62,1723,180,20120,289969,4.96,"00:05:22",2024,"2024-05-23","05-2024",,,104,"https://www.youtube.com/watch?v=7efOcCcDF4Q",0.017445328031809145,0.005168986083499006
"-aF1NzrSxX0","VASCO X FORTALEZA COPA DO BRASIL: CLASSIFICAÇÃO DO GIGANTE DA COLINA",357,161,49.26,996,24,17904,200231,6.33,"00:02:55",2024,"2024-05-22","05-2024",,,73,"https://www.youtube.com/watch?v=-aF1NzrSxX0",0.008992403932082216,0.004077301161751564
"C8JPFf2Lf0Q","NOVA FUNÇÃO DE GERSON NO FLAMENGO DE TITE",529,86,40.94,548,36,5425,70110,5.67,"00:03:36",2024,"2024-05-22","05-2024",,,14,"https://www.youtube.com/watch?v=C8JPFf2Lf0Q",0.015852534562211983,0.0025806451612903226
"UIqC6eO0ALM","CÁSSIO: O MAIOR ÍDOLO DA HISTÓRIA DO CORINTHIANS - QUAL A CHANCE? #18",366,21,32.72,431,27,6325,77554,4.66,"00:01:59",2024,"2024-05-21","05-2024",,,28,"https://www.youtube.com/watch?v=UIqC6eO0ALM",0.0033201581027667982,0.004426877470355731
"EnkLnXitQLI","COMO JOGA MATHEUS PEREIRA DO CRUZEIRO, O MELHOR MEIA DO BRASIL",431,563,46.22,3830,490,40427,555944,5.37,"00:03:19",2024,"2024-05-18","05-2024",,,355,"https://www.youtube.com/watch?v=EnkLnXitQLI",0.013926336359363791,0.008781260048977169
